Issue ID,K_true,K_pred,Precision,Recall,F1,MRR,NDCG@K,Predicted,True
35850,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,"['3c0b744aed93756ff4a114da26fa1c4e978beec4', '3ccc0134fe5a48b7fcbbf1baeb041aa9f95c3b54', '9b84da04231149db235f4ad7048a1b764ac43d73']","['3c0b744aed93756ff4a114da26fa1c4e978beec4', '80f143fdc8156424c3c9fb0f2b9cdc262cab5db2', '9b84da04231149db235f4ad7048a1b764ac43d73']"
35869,6,0,0.0,0.0,0.0,0.0,0.0,[],"['1c7dad7a290b382ba2c7ca1aa7c87930190524d1', '204ec58dcd1a72e3c47e6142d3308abe3c9ecc32', '38611fe95641f949767f4220426c7b17161de200', 'a36d1772d9396cdba523c7c2205a1d2254ba265e', 'd47a8cc16ef16c0b8e168582e0591a306e503f8a', 'f6c91878682b78210b1c7a7ef5f29af28d884ad5']"
36224,1,1,1.0,1.0,1.0,1.0,1.0,['450bfbff3dc59ff581260d2cdd349220d279fbbd'],['450bfbff3dc59ff581260d2cdd349220d279fbbd']
36491,5,0,0.0,0.0,0.0,0.0,0.0,[],"['0cdbc0e494bcf09ce5b44420225233e674d4f570', '16baed440e1f37bc39eb112aefee3b125f8efe28', '5abc390d0edac6a358b2f4dd85a1a1b24e9278a5', 'd6e59fcfd918cced3fb8f264656fde4a5b4f5f86', 'def62c2bd8225b4fab4137790c7f5fd0537886a7']"
36545,3,0,0.0,0.0,0.0,0.0,0.0,[],"['03dd6c3f16f32a5cc0739a4cad0e160728bd2c9b', '53bdba1998f7da991cbdc5f46a315913f3faa92f', '9c91bcd2c6e16f789bf05dece74a06f9558a61e0']"
36735,2,0,0.0,0.0,0.0,0.0,0.0,[],"['306035010f4e35a7f425c81bd869ea9502bfeac1', '58b3c00541cc48249da8655e26da8f4721904048']"
36824,3,0,0.0,0.0,0.0,0.0,0.0,[],"['0cd749e489820438f2460f97c2ab21a9e97fa2c1', '321cc60e509762a6d5b2194c57fcad8f113d1109', '37b21363367f2f5abe970b1a62f6c8fa5554df42']"
36831,4,0,0.0,0.0,0.0,0.0,0.0,[],"['000d5ab53716d8cec82f8718e6f6df83833b7cdc', '128d56910b705e47490172c2a08da8b936e71379', '8f36be3cf24fe970eae8866df7701f4bafc50b0e', 'a933d857805485d9c36146c937c8b6daee27d99d']"
36864,4,0,0.0,0.0,0.0,0.0,0.0,[],"['07d6890ca42846dd8bd8caa6e33bd9d505812086', '7d733b4da2663f834b46e67b22a32694a0cf314a', 'cd32eb7f9dbe5147cdaf2b4e9fdad7804e39a0fd', 'e4d441682f517f388b5e0f12b4431c59e4f62852']"
36931,1,1,1.0,1.0,1.0,1.0,1.0,['3111304c823e169ff562017ce8e1a2ad7af7218e'],['3111304c823e169ff562017ce8e1a2ad7af7218e']
36991,1,1,1.0,1.0,1.0,1.0,1.0,['e033ad922534e77648d710e3e844eae546d6ba47'],['e033ad922534e77648d710e3e844eae546d6ba47']
37199,3,0,0.0,0.0,0.0,0.0,0.0,[],"['1074c823845827d45cd3201b4e66f70a40f291da', '4854f1a04df8501ab7144ebe5711a06bd0f8fe99', '842b8e8efa4f138b25efbae6862657eed66c9759']"
37271,1,0,0.0,0.0,0.0,0.0,0.0,[],['58c2b331948be340b305df8c6cdb631839627b5b']
37351,5,0,0.0,0.0,0.0,0.0,0.0,[],"['10703d1dcf8fbcd6f386abc12b2318f9b4dfcd87', '4f60c59a3a1830224537212aae4b380759031492', '648ab3ca12d9ad26be65162bbee6b9c388ee5909', 'a71ad1f1a6c3b791dedabcb198070b7c10a045e4', 'f0271f0e43890c3ee140324be5c4711544f5fa31']"
37357,1,1,1.0,1.0,1.0,1.0,1.0,['12617af65b2aa780681e99e8467b078768909bfd'],['12617af65b2aa780681e99e8467b078768909bfd']
37407,1,1,1.0,1.0,1.0,1.0,1.0,['9d2edd660e8bc8c440348c84ea7f2f976705df0f'],['9d2edd660e8bc8c440348c84ea7f2f976705df0f']
37429,1,1,1.0,1.0,1.0,1.0,1.0,['eb6df580563d0dcbb671137a38d546fc9d1f9d0b'],['eb6df580563d0dcbb671137a38d546fc9d1f9d0b']
37475,1,1,1.0,1.0,1.0,1.0,1.0,['b41c21ad60d683818396cf671616046504129853'],['b41c21ad60d683818396cf671616046504129853']
37478,5,5,0.4,0.4,0.4000000000000001,0.3333333333333333,0.30078518014914984,"['00bf79167fdc88507686a76eeb6fdf66d39df0de', 'a79506d0cc8c9ef7d659bc8bb27339998f7184d0', 'd14cf5dadf61e517ace9a5ec8fc30acf73740b9f', 'ded74376623f49913bc8794ed7359126b27e71dd', 'ec46d1ff960cbb97da769035b3afb6ff9002b05e']","['1d2255deb2d42c175ccf6e584b617a050428f6d9', '351d28f186b5dbb4fa9cb596352cf20b3d25f4a0', 'd14cf5dadf61e517ace9a5ec8fc30acf73740b9f', 'd4de5c852d8925c05a6bf6c495d9a11a5abf7877', 'ec46d1ff960cbb97da769035b3afb6ff9002b05e']"
37930,2,2,1.0,1.0,1.0,1.0,1.0,"['9ea8bedbc3c7e359d1f3cca961dacda820ac111e', 'fe6fd5aa329d0e12d955f9871c4a1487865fe929']","['9ea8bedbc3c7e359d1f3cca961dacda820ac111e', 'fe6fd5aa329d0e12d955f9871c4a1487865fe929']"
37943,1,1,1.0,1.0,1.0,1.0,1.0,['8a229bd7e4028fb085ccedf901eeac415d642406'],['8a229bd7e4028fb085ccedf901eeac415d642406']
